10
248
-21.2506409116;-107.618794591;-62.0876958528;-23.6784204442;12.5754757328;-0.3099126073;36.6417899069;46.5556984463;-10.8518164348;26.9139856777;
-32.6417904722;-80.5211793285;-46.9011164905;6.34366803732;-4.07764550948;-19.6350492341;28.8611493286;5.3798713053;-22.181861749;8.7324075911;
-54.3469518993;-93.6204122858;-44.8909185409;6.81030523739;34.3127944576;-8.57034661525;25.9757411138;16.7338018808;-24.9334480731;-14.1471526847;
-53.753637389;-82.1774814764;-34.9816657423;15.1321565695;40.3746702531;-9.88932561378;30.7409460274;-11.0841066978;-19.3366564421;-23.8842523434;
-59.7141171667;-84.9337536728;-47.0013631124;16.0238122045;53.0464637285;-8.01145799358;29.8672315121;-9.21418488579;-11.0187218004;-18.2321913873;
-56.4887794436;-88.800030903;-35.8899499125;14.4327596284;14.0442328686;-22.6103182002;20.8233139784;-9.48658321536;-24.4490774815;-4.30638012892;
-58.6161908119;-94.0904600543;-35.4331284921;12.5754716663;-1.96243210212;-11.3756610636;8.54529999298;-4.3121873618;-32.785541142;9.58088935622;
-64.8782492463;-91.1893314581;-30.1099728141;7.97678835207;11.2186377904;-8.45558011057;11.3293288468;5.05030914113;-15.410650778;15.747246387;
-70.0971125054;-98.7597751649;-33.8061097234;15.1018864203;6.17421019251;-5.41624456137;14.1512936138;12.2243073032;-9.88780038936;-2.04793120679;
-67.7288720938;-90.1072404027;-39.0556847736;5.73905643878;7.64684382294;-9.25152403559;11.6245863648;6.70122412924;-16.0849956765;-4.98714466414;
-79.997008496;-73.2807888066;-37.4567042458;9.22195378197;5.43159664893;-3.91718044793;-4.86818460136;6.99736734291;-6.99596035104;-5.00732827457;
-68.6514309133;-79.0478893659;-49.9572433962;10.0250533283;-2.37483482231;3.34450147322;-11.2925095831;-4.06492353931;-4.56301214833;-20.4951631374;
-69.2708502689;-73.1265028098;-50.9812850575;4.36538862516;1.07408370903;4.58118531745;-17.1519711698;19.1220126476;6.66111767915;-0.168148837883;
-48.1858220799;-73.455742919;-57.8874304532;2.9805013926;-5.3839070721;11.7773993719;-17.4985795148;17.1426199428;7.92191279676;-9.04502650273;
-56.5140476066;-67.4100903626;-60.835498909;-7.91716074216;-13.5944820632;29.7461092312;-21.5555092634;10.3839013822;1.12693799629;-10.9367623782;
-68.3457000346;-59.6917830852;-59.0616469707;-16.1248512757;-16.7264633006;18.3494035946;-29.7172557329;-10.4389883891;1.31299112375;-11.4358048807;
-54.2378526118;-70.6789657333;-51.0122559658;1.36391039648;-1.59664776204;7.9349819631;-15.1743136909;-8.72784571468;3.81763342968;5.15858311294;
-57.9474573666;-62.1447403726;-74.3192590153;1.98447731331;19.2119839689;23.8920744298;-4.09480972113;-15.1680777837;12.1249539376;-7.69668215479;
-65.0351711859;-53.7206853732;-72.8643091076;10.2381870564;3.33161767998;18.3916725661;-6.37815363902;-34.0296387321;13.5313599813;-3.8173107171;
-63.757630897;-57.4696716903;-66.8525908901;5.22276487389;-5.27374803856;34.0897585126;-17.0706541306;-28.0256343671;6.50433937106;-8.95897066717;
-76.4664494203;-46.6011902042;-66.7617537864;10.5429539996;-4.8985899712;18.4804766952;-9.61114220123;-42.2605849534;17.4764783505;-13.788358158;
