8
4000
8.39108392601;8.09166905335;2.55550466987;2.3925347837;1.80083201388;6.98055455359;7.45395078068;8.41926453487
9.12808897379;8.70501188627;3.21264317927;3.1508721601;2.58710400563;7.4868722381;8.01728990501;9.22272371213
11.3391041171;10.545040385;5.18405870746;5.4258842893;4.94591998089;9.00582529163;9.707307278;11.6331012439
15.024129356;13.6117545496;8.46975125445;9.21757117131;8.87727993964;11.5374137142;12.5240028996;15.6503971302
20.1831646905;17.90515438;13.0697208202;14.5259328061;14.3811838819;15.0816375058;16.4673767699;21.2746113711
26.8162101205;23.4252398762;18.9839674048;21.3509691937;21.4576318077;19.6384966664;21.5374288889;28.5057439664
34.9232656461;30.1720110383;26.2124910082;29.6926803341;30.1066237169;25.207991196;27.7341592565;37.3437949163
44.5043312673;38.1454678662;34.7552916304;39.5510662274;40.3281596097;31.7901210946;35.0575678728;47.7887642208
55.559406984;47.34561036;44.6123692714;50.9261268734;52.122239486;39.3848863623;43.5076547377;59.8406518797
68.0884927963;57.7724385195;55.7837239311;63.8178622722;65.4888633458;47.992286999;53.0844198513;73.4994578932
82.0915887041;69.4259523449;68.2693556097;78.2262724238;80.4280311891;57.6123230047;63.7878632135;88.7651822612
97.5686947076;82.3061518361;82.0692643071;94.1513573282;96.9397430159;68.2449943794;75.6179848244;105.637824984
114.519810807;96.4130369932;97.1834500232;111.593116985;115.023998826;79.8903011231;88.574784684;124.117386061
132.944937001;111.746607816;113.611912758;130.551551395;134.68079862;92.5482432359;102.658262792;144.203865492
152.844073291;128.306864305;131.354652512;151.026660558;155.910142397;106.218820718;117.868419149;165.897263278
174.217219677;146.093806459;150.411669284;173.018444474;178.712030158;120.902033569;134.205253755;189.197579419
197.064376158;165.10743428;170.782963076;196.526903142;203.086461902;136.597881788;151.668766609;214.104813914
221.385542735;185.347747766;192.468533886;221.552036564;229.03343763;153.306365377;170.258957712;240.618966764
247.180719407;206.814746918;215.468381715;248.093844738;256.552957341;171.027484335;189.975827063;268.740037968
274.449906175;229.508431736;239.782506563;276.152327665;285.645021036;189.761238662;210.819374663;298.468027527
303.193103039;253.42880222;265.410908429;305.727485344;316.309628715;209.507628358;232.789600512;329.80293544
333.410309998;278.575858369;292.353587315;336.819317777;348.546780376;230.266653423;255.886504609;362.744761708
365.101527052;304.949600185;320.610543219;369.427824962;382.356476022;252.038313857;280.110086956;397.29350633
398.266754202;332.550027666;350.181776142;403.5530069;417.738715651;274.82260966;305.46034755;433.449169307
432.905991448;361.377140813;381.067286083;439.194863591;454.693499263;298.619540832;331.937286394;471.211750638
469.019238789;391.430939626;413.267073044;476.353395034;493.220826859;323.429107373;359.540903486;510.581250324
506.606496226;422.711424104;446.781137023;515.028601231;533.320698438;349.251309283;388.271198827;551.557668365
545.667763759;455.218594249;481.609478021;555.22048218;574.993114001;376.086146562;418.128172416;594.14100476
586.203041387;488.952450059;517.752096038;596.929037882;618.238073547;403.93361921;449.111824254;638.331259509
628.21232911;523.912991535;555.208991074;640.154268337;663.055577077;432.793727227;481.222154341;684.128432613
671.695626929;560.100218677;593.980163128;684.896173545;709.445624591;462.666470613;514.459162676;731.532524072
716.652934844;597.514131485;634.065612202;731.154753505;757.408216087;493.551849368;548.82284926;780.543533885
763.084252854;636.154729959;675.465338294;778.930008218;806.943351568;525.449863493;584.313214093;831.161462052
810.98958096;676.022014098;718.179341405;828.221937685;858.051031032;558.360512986;620.930257174;883.386308574
860.368919161;717.115983904;762.207621534;879.030541903;910.731254479;592.283797848;658.673978504;937.218073451
911.222267458;759.436639375;807.550178683;931.355820875;964.98402191;627.219718079;697.544378083;992.656756682
963.549625851;802.983980512;854.20701285;985.1977746;1020.80933332;663.16827368;737.54145591;1049.70235827
1017.35099434;847.758007315;902.178124036;1040.55640308;1078.20718872;700.129464649;778.665211986;1108.35487821
1072.62637292;893.758719784;951.463512241;1097.43170631;1137.1775881;738.103290987;820.915646311;1168.6143165
1129.3757616;940.986117918;1002.06317746;1155.82368429;1197.72053147;777.089752694;864.292758884;1230.48067315
1187.59916038;989.440201718;1053.97711971;1215.73233703;1259.83601882;817.088849771;908.796549706;1293.95394816
1247.29656925;1039.12097118;1107.20533897;1277.15766451;1323.52405015;858.100582216;954.427018777;1359.03414151
1308.46798821;1090.02842632;1161.74783525;1340.09966676;1388.78462546;900.124950031;1001.1841661;1425.72125323
1371.11341727;1142.16256711;1217.60460855;1404.55834375;1455.61774476;943.161953214;1049.06799166;1494.01528329
1435.23285643;1195.52339358;1274.77565887;1470.5336955;1524.02340805;987.211591766;1098.07849548;1563.91623172
1500.82630568;1250.11090571;1333.2609862;1538.025722;1594.00161531;1032.27386569;1148.21567755;1635.42409849
1567.89376503;1305.9251035;1393.06059056;1607.03442325;1665.55236656;1078.34877498;1199.47953786;1708.53888362
1636.43523447;1362.96598696;1454.17447193;1677.55979925;1738.67566179;1125.43631964;1251.87007642;1783.26058711
1706.45071401;1421.23355609;1516.60263032;1749.60185001;1813.37150101;1173.53649967;1305.38729323;1859.58920895
1777.94020365;1480.72781088;1580.34506574;1823.16057552;1889.63988421;1222.64931506;1360.03118829;1937.52474914
1850.90370338;1541.44875134;1645.40177817;1898.23597579;1967.48081139;1272.77476583;1415.8017616;2017.06720769
1925.34121321;1603.39637747;1711.77276761;1974.8280508;2046.89428256;1323.91285197;1472.69901316;2098.2165846
2001.25273313;1666.57068926;1779.45803408;2052.93680057;2127.88029771;1376.06357347;1530.72294296;2180.97287985
2078.63826314;1730.97168671;1848.45757757;2132.56222509;2210.43885684;1429.22693034;1589.87355102;2265.33609347
2157.49780326;1796.59936984;1918.77139808;2213.70432437;2294.56995996;1483.40292259;1650.15083732;2351.30622543
2237.83135346;1863.45373862;1990.3994956;2296.3630984;2380.27360706;1538.5915502;1711.55480187;2438.88327576
2319.63891377;1931.53479308;2063.34187014;2380.53854718;2467.54979815;1594.79281318;1774.08544467;2528.06724443
2402.92048417;2000.8425332;2137.59852171;2466.23067071;2556.39853322;1652.00671153;1837.74276572;2618.85813146
2487.67606466;2071.37695898;2213.16945029;2553.439469;2646.81981227;1710.23324525;1902.52676502;2711.25593685
2573.90565525;2143.13807043;2290.05465589;2642.16494204;2738.8136353;1769.47241434;1968.43744257;2805.26066059
2661.60925594;2216.12586755;2368.2541385;2732.40708983;2832.38000232;1829.72421879;2035.47479836;2900.87230268
2750.78686672;2290.34035033;2447.76789814;2824.16591237;2927.51891332;1890.98865862;2103.63883241;2998.09086313
2841.4384876;2365.78151878;2528.5959348;2917.44140967;3024.23036831;1953.26573381;2172.9295447;3096.91634193
2933.56411857;2442.4493729;2610.73824847;3012.23358172;3122.51436728;2016.55544438;2243.34693524;3197.34873909
3027.16375964;2520.34391268;2694.19483917;3108.54242852;3222.37091023;2080.85779031;2314.89100403;3299.3880546
3122.2374108;2599.46513812;2778.96570688;3206.36795008;3323.79999717;2146.17277161;2387.56175107;3403.03428847
3218.78507206;2679.81304923;2865.05085161;3305.71014639;3426.80162808;2212.50038828;2461.35917636;3508.28744069
3316.80674342;2761.38764601;2952.45027336;3406.56901745;3531.37580299;2279.84064032;2536.28327989;3615.14751127
3416.30242487;2844.18892846;3041.16397213;3508.94456326;3637.52252187;2348.19352773;2612.33406168;3723.6145002
3517.27211641;2928.21689656;3131.19194792;3612.83678383;3745.24178474;2417.55905051;2689.51152171;3833.68840748
3619.71581805;3013.47155034;3222.53420072;3718.24567915;3854.5335916;2487.93720866;2767.81565999;3945.36923312
3723.63352979;3099.95288978;3315.19073055;3825.17124922;3965.39794243;2559.32800217;2847.24647652;4058.65697712
3829.02525162;3187.66091489;3409.16153739;3933.61349405;4077.83483726;2631.73143106;2927.8039713;4173.55163947
3935.89098355;3276.59562566;3504.44662125;4043.57241363;4191.84427606;2705.14749531;3009.48814433;4290.05322017
4044.23072558;3366.7570221;3601.04598214;4155.04800796;4307.42625885;2779.57619493;3092.2989956;4408.16171923
4154.0444777;3458.1451042;3698.95962004;4268.04027704;4424.58078562;2855.01752993;3176.23652513;4527.87713664
4265.33223991;3550.75987197;3798.18753495;4382.54922088;4543.30785637;2931.47150029;3261.3007329;4649.19947241
4378.09401222;3644.60132541;3898.72972689;4498.57483947;4663.60747111;3008.93810602;3347.49161892;4772.12872653
4492.32979463;3739.66946451;4000.58619585;4616.11713281;4785.47962983;3087.41734712;3434.80918319;4896.664899
4608.03958713;3835.96428928;4103.75694182;4735.1761009;4908.92433254;3166.90922359;3523.25342571;5022.80798983
4725.22338973;3933.48579971;4208.24196482;4855.75174375;5033.94157923;3247.41373542;3612.82434648;5150.55799902
