8
248
0.714794615946;4.06069629943;1.7902529721;0.333993024044;0.577493932429;2.19062398156;4.0738057369;1.43942123873
1.47482896897;4.37927012993;3.3590300787;2.47116826621;3.65937660041;3.03086275489;4.34728085751;3.91702852896
12.8753442643;9.15787758755;26.8906866776;34.5287968986;49.8876166201;15.6344443547;8.44940766668;41.0811378823
62.2775772108;29.8651765706;128.861198606;173.445187639;250.209990039;70.2499646205;26.2252905064;202.125611747
195.28358899;85.6155969095;403.39719226;547.450855018;789.539456936;217.291749952;74.0834366134;635.706887536
475.736265255;203.169340367;982.275944594;1336.06851938;1926.75416142;527.339857307;174.995756119;1549.94397763
985.719316134;416.932380638;2034.92538312;2770.11310687;3994.69743164;1091.14007421;358.497562049;3212.41846937
1825.55727622;768.956463349;3768.42408591;5131.69174946;7400.17777976;2019.60391872;660.687570325;5950.17452507
3113.8155046;1308.93910606;6427.50128158;8754.20378492;12623.968902;3443.8086395;1124.22789976;10149.718882
4987.3001848;2094.22359826;10294.5368493;14022.3407569;20220.8096786;5514.99721574;1798.34407207;16257.0208524
7601.05832485;3189.79900138;15689.5613189;21372.0864146;30819.4041737;8404.57835719;2738.82501185;24777.5123235
11128.3777572;4668.30014877;22970.2558706;31290.7167135;45122.4216359;12304.1265042;4008.02304661;36276.0877574
15760.7871389;6610.00764571;32531.9523353;44316.7998145;63906.4964972;17425.3818276;5674.85390674;51377.1041913
21708.0559513;9102.84786944;44807.6331944;61040.1960844;88022.2283742;24000.2502288;7814.79672552;70764.3812374
29198.1945003;12242.3929691;60267.9315799;82102.0580959;118394.182067;32280.8033399;10509.8940391;95181.2010825
38477.4539164;16131.8608658;79421.1312743;108194.830627;156020.88756;42539.2785233;13848.7517867;125430.308489
49810.3261543;20882.1152525;102813.166711;140062.250663;201974.840023;55068.0788723;17926.5393101;162373.910793
63479.5439934;26611.6655942;131027.622973;178499.347394;257402.499806;70179.7732105;22844.9893543;206933.677908
79786.0810376;33446.6671277;164685.735795;224352.442214;323524.292448;88207.0960921;28712.398067;260090.74232
99049.1517149;41520.9208619;204446.391561;278519.148727;401634.608668;109502.947802;35643.6249989;322885.699091
121606.211278;50975.8735776;251006.127308;341948.372739;493101.804371;134440.394355;43760.0931036;396418.605857
147812.955805;61960.6178273;305099.130721;415640.312264;599368.200646;163412.667498;53189.7887374;481848.982832
178043.322196;74631.8919358;367497.240135;500646.457521;721950.083765;196833.164707;64067.2616597;580395.8128
212689.488179;89154.0799995;439009.944539;598069.590935;862437.705185;235135.449189;76533.6250328;693337.541125
252161.872303;105699.211887;520484.38357;709063.787137;1022495.28155;278773.249881;90736.5554217;822012.075743
