0;9999999999.000000;4877.854330;9999999999.000000;9999999999.000000;14887.820367;15270.422202;9999999999.000000;23327.252671;
1;9999999999.000000;8434.886380;9999999999.000000;9999999999.000000;18843.301014;18926.481596;9999999999.000000;27491.314797;
2;9999999999.000000;6066.237820;9999999999.000000;9999999999.000000;15195.715709;15064.839437;9999999999.000000;20801.425492;
3;9999999999.000000;5755.719919;9999999999.000000;9999999999.000000;16388.008242;16284.592994;9999999999.000000;27253.953880;
4;9999999999.000000;4881.322385;9999999999.000000;9999999999.000000;14887.820367;15270.422202;9999999999.000000;23045.154489;
5;9999999999.000000;4877.854330;9999999999.000000;9999999999.000000;13388.508340;12907.482178;9999999999.000000;20707.963528;
6;9999999999.000000;4877.854330;9999999999.000000;9999999999.000000;13287.381249;13165.016915;9999999999.000000;18418.533862;
7;9999999999.000000;4884.060914;9999999999.000000;9999999999.000000;14887.820367;15270.422202;9999999999.000000;22864.070073;
8;9999999999.000000;3829.884007;9999999999.000000;9999999999.000000;12999.569867;13357.245406;9999999999.000000;18279.387291;
9;9999999999.000000;5755.719919;9999999999.000000;9999999999.000000;16500.295103;16573.706328;9999999999.000000;24382.400991;
10;9999999999.000000;8443.047406;9999999999.000000;9999999999.000000;18843.301014;18926.481596;9999999999.000000;27106.203598;
11;9999999999.000000;8448.117249;9999999999.000000;9999999999.000000;20740.509242;20949.351371;9999999999.000000;26943.682542;
12;9999999999.000000;5762.880764;9999999999.000000;9999999999.000000;16388.008242;16789.304799;9999999999.000000;24815.878857;
13;9999999999.000000;4887.917082;9999999999.000000;9999999999.000000;18821.788574;18926.481596;9999999999.000000;27067.556879;
14;9999999999.000000;6073.948709;9999999999.000000;9999999999.000000;20953.924771;21191.658392;9999999999.000000;27459.980826;
15;9999999999.000000;5766.206540;9999999999.000000;9999999999.000000;16500.295103;16789.304799;9999999999.000000;24553.074242;
16;9999999999.000000;5766.206540;9999999999.000000;9999999999.000000;16388.008242;16789.304799;9999999999.000000;22291.810401;
17;9999999999.000000;8443.047406;9999999999.000000;9999999999.000000;20583.913765;21191.658392;9999999999.000000;30470.470938;
18;9999999999.000000;4884.060914;9999999999.000000;9999999999.000000;14887.820367;14999.931303;9999999999.000000;20630.157625;
19;9999999999.000000;2295.716914;9999999999.000000;1332837665705505810275285484778095884647684390001432510916921140242308905338230031040703291794889347158824911233929675483597257059560082274808089030211393867852801152294361028175629495672952244105741502882771070224629272482292571964098505458531404110213428974596525562690419815466626680873853911040.000000;13269.317529;13365.881292;1332838573552152112476049733540170095282505634416628413615403142534173125447412008042368336763709224404987971073843387816144084593953510145113872545702280510008456849373675286095305122486479278318890387095821139725290297664160742284944689553191835634519833047093324466783582090349836116601151160320.000000;18527.474311;
20;9999999999.000000;3827.459008;9999999999.000000;9999999999.000000;19044.667247;18625.209090;9999999999.000000;27763.140045;
21;9999999999.000000;4884.060914;9999999999.000000;9999999999.000000;16267.420294;16798.986624;9999999999.000000;22710.225987;
22;9999999999.000000;4890.980036;9999999999.000000;27806569601937103639401078929366765483538320922710765179090309728066287264301561578971693515143270973172112832426988834369764036319884548000034345952712861919022923376388786955216797863719365713514372186439055408020359401442906678459892320373021918364621317995241411687312037599341420859411450658021984698368.000000;14887.820367;15270.422202;27806553652499976582426064367199762639969027191758980983542589394160189887341857194020055957972510171854005476165618593432714475693662184881890601736981461594129521737916122478187941553462076633502151193767667595259479710526413270966463842428349618493025178372644109880431228863374912706819621222425892487168.000000;23626.047142;
23;9999999999.000000;8448.117249;9999999999.000000;151962758487869867332109842927697971458995473339757544686556984867025671559426467025465636112711803358298797247870547882955299494137657592126009074325689493797620301580280704937819916754411985213030853053634554795051178285570376754839428292428965428944810190070802579389519938269602344231727742253914193395712.000000;18694.053341;18926.481596;151962885513293878546531504831331612050391192563543056285540561748103225265835080219768165150402848659141789993463005793150292372889299970156643486386224434324746093748149217985798583333930383480473997679121684897780790412650568425928722487911898430943261438957652270154727290802083816315476936886895536766976.000000;24988.087177;
24;9999999999.000000;9987.112557;9999999999.000000;9999999999.000000;20945.672517;21202.535576;9999999999.000000;29774.908982;
25;9999999999.000000;4890.980036;9999999999.000000;9999999999.000000;14755.191923;15279.655768;9999999999.000000;20407.798869;
26;9999999999.000000;7045.175213;9999999999.000000;9999999999.000000;16710.966554;16505.621783;9999999999.000000;24389.857924;
27;9999999999.000000;5766.206540;9999999999.000000;9999999999.000000;13222.890285;13365.881292;9999999999.000000;18851.773960;
28;9999999999.000000;4890.980036;9999999999.000000;9999999999.000000;13162.100610;13357.245406;9999999999.000000;20312.230272;
29;9999999999.000000;7045.175213;9999999999.000000;9999999999.000000;16570.434166;16789.304799;9999999999.000000;26859.333100;
30;9999999999.000000;5762.880764;9999999999.000000;9999999999.000000;13010.115839;13165.016915;9999999999.000000;20774.379603;
31;9999999999.000000;3836.011364;9999999999.000000;9999999999.000000;12788.607156;13165.016915;9999999999.000000;18499.121863;
32;9999999999.000000;3836.011364;9999999999.000000;9999999999.000000;12788.607156;13165.016915;9999999999.000000;20757.149749;
33;9999999999.000000;3128.784860;9999999999.000000;9999999999.000000;11467.566468;11587.656552;9999999999.000000;16808.369411;
34;9999999999.000000;4887.917082;9999999999.000000;9999999999.000000;13074.086458;12907.482178;9999999999.000000;20797.775115;
35;9999999999.000000;6070.535324;9999999999.000000;9999999999.000000;14849.052941;14789.259787;9999999999.000000;20519.536631;
36;9999999999.000000;7045.175213;9999999999.000000;9999999999.000000;14899.106156;14797.743933;9999999999.000000;22632.141869;
37;9999999999.000000;4890.980036;9999999999.000000;9999999999.000000;13162.100610;13165.016915;9999999999.000000;20558.892408;
38;9999999999.000000;4887.917082;9999999999.000000;9999999999.000000;11760.561305;11580.148971;9999999999.000000;20662.390618;
39;9999999999.000000;5766.206540;9999999999.000000;9999999999.000000;13222.890285;12907.482178;9999999999.000000;20517.431817;
40;9999999999.000000;4890.980036;9999999999.000000;9999999999.000000;11677.373102;11580.148971;9999999999.000000;19036.221873;
41;9999999999.000000;4087.753532;9999999999.000000;9999999999.000000;11821.386228;11770.462805;9999999999.000000;20434.118216;
42;9999999999.000000;3833.298839;9999999999.000000;9999999999.000000;12788.607156;12915.408287;9999999999.000000;24775.503680;
43;9999999999.000000;3833.298839;9999999999.000000;9999999999.000000;12679.084893;13108.363970;9999999999.000000;22498.538621;
44;9999999999.000000;3833.298839;9999999999.000000;9999999999.000000;12875.656708;12915.408287;9999999999.000000;24647.070356;
45;9999999999.000000;4895.321791;9999999999.000000;9999999999.000000;13162.100610;13108.363970;9999999999.000000;22119.480473;
46;9999999999.000000;4895.321791;9999999999.000000;9999999999.000000;14755.191923;15004.232190;9999999999.000000;27411.391751;
