0;4895180182216735906484570216296049866676166880396696146221361836316843241525120708374468764433057209361310150264694018001211164802092320396551476354466217041212165457775169813426912409550041225963052937429815491678094322025702686517190563030772028011592805978953711572771831129915260928.000000;9999999999.000000;241631637.940285;74605818292827761438993719992648597987867777624723073420848426106847771590655426957925232029849125838832267879887083292198154302740364830317414145174694788415326051034966155983146270960329707755840942977319643460599925222725889620368797531366766272444415999972171008137302257580105380665491456.000000;53640976.000000;19228034282193292139365570196729362153012043979250620240838511337492484694890099867892417679076329429555378286232891987492206883227466451316141804324669796834861960623595890444956103322570277900428151827949589123463724555959532111344548017829208562943706726533200453539746123442273910784.000000;61993633288351597472289705178171596402740526129168559874368867199398473544916844813555919601767574989503640913830957321475495535610668355112114064448532479076513443520787899912891121650819490292998708425048231916845951272496468417338982677977439918170392370197170259718124106678953154969600.000000;1186922972680305039708676669048845555605924009394154954087822879979638403662482953523121819584655408412438904880799863451756660079408131210748152695047840573779269395791044604887936472962465000688791609211949930470911408341345070639288997420998352686331980850302087828912676662149120.000000;
1;9999999999.000000;9999999999.000000;286042224.623717;1256203381326442443778764379979989927661442135499488100413247259493633969858377948931115204393392099776524118809604002009029309585545393708972126058484597366381621481955384271947166533442088380105018250647871254994867189885633854305896112949968522160846804683159755719101316664166881908475559936.000000;53640976.000000;2508453573981347843435229943536537427715106297355940005238119920453943487828087981860539101997584702334262168424370055434248771210200598908113387794719800028854906972491055352107530691713811728481346965965134989854036022947424004352976220422746723578836031932275576602697090895514284177846558481038790623232.000000;9999999999.000000;9999999999.000000;
2;3256156043902628097503013224918570438281362272644191192893876374959005795125689334657600961365376310174077358693087402467810988489716971318684928495941912190764666597178202390093615548667064035363748392571184639671030878268777325855696594103052195162518922091238012028552382524006858752.000000;9999999999.000000;241956617.100984;9162734324968420185340227681372502095553878313768318518008061365571761355898162838979329890388272196202850120025083586010844121188003986863522018926021849213742592252136581699885596416719201644043899960675586414322561778510681310284362141352403941860952621997593983589707445071310225408.000000;40144896.000000;3283830033518737625895626671697931112014674991107787947644461589619108437818970584518891842193666793471970436125163522930101678964825515681652890494502329158689359240180941507873454784028489321128418206511251486717643995700900419028399146262891598752246861262056934098443246714270777344.000000;5683384926842448581113528034425199632416565320678551864956180246926421909812874888423292142763296398317627615181675238529400780165441736004683308089907623259334537497703566598310555611140181728710177604590371125590888759375930103765842857333682550812932668665526171685895295205392777216.000000;24362874513512013107884674353043552473208481241620063210410719490261975500088153658525664381029421078275280979724765196804060053252862443555983133505332932832929774884746349583883892023939001389247347249174274926206835356878868972551831985092298437898114648072809163886529475480341446656.000000;
3;387768824892413691769573537200933480388550045521783051258352620655715557285324807783407598406695134450952767582226349531309503142247207905942999406240874542225363810805543734046130390233721655012806908659822249856813654397240839690381482475649835008176069082652381938399001465356692179910656.000000;9999999999.000000;211026231.725726;213848690120573528427960784665525115449377029194275990050693078392986371837527185254695090599876683786134864196314296914766141388696347727892828455971126364586956667878630122302587464098454524768904824430738526268864586646580560130367109644586492389910990161925643692636371010659966566901043167232.000000;76807696.000000;1176832152502361136842510843161208036538868298025860049867248115602623657032241739118762042292309368867898315244163132365458208743661928263690908390058063774704832585758622464244812965507786277038458477190612311892594034706903424774611939028924830295165715444271511657688050752425716896235520.000000;4359061654152335012444108568445291091915062606255020615037739680100456575986760396881712259035472386926260031036848547501819734389681752521410659160893714053621088747091237394087099406241582228708193556737674987030937580726859408723240795971446484273518585452466023377044902533989858694660096.000000;9999999999.000000;
4;171129171678343037812941678175625978480659647786648927792085006323532588144398629034383864589182851938610723017008201695232708148154881353999684023222505379235123903899582096031397381680408541145898234871394015603432780299125285946292774076572035836439491175872193514986944902243129133878095118336.000000;9999999999.000000;210746390.239341;135876229896181407029527895174677800602583919733534037993033826750210599796577215524531195655033344275767445998475439183262447729766909367456346594012894226153270679495976505259774169262717887679956613156181267960509231404001717283006536590839039656899341335509772683716892676499158388422557378633793536.000000;76667536.000000;215694074685790867938437781774356273146686029799206102795617272742496813661820003302590123320982069590050389040796784293279470418393980728775977904893962576261962845115187960843266387409805358706306239238661078571993014821000956452860099486369402126787948675836337988500192133643478483060811366400.000000;35460259075812132163588629918457783933645679764368633084687716975573848052496635262043350139291502468117845639444728083675544833148511551448941695091492461263748820084199794538498887937615446034413414849565832758501292769703998213473141491805640599604513132047982175099007099294878791087803261490561024.000000;9999999999.000000;
5;9999999999.000000;9999999999.000000;169044433.882434;212801025836526563685250041115379706514166420233004933556475033562530755835336001233811058857836156438739657677149880897491154529923014619723638177640731587998328387180708583737821000889011311004343286959295128024866422596414311379767093615501340192014577705783906278785367155724705138221990805504.000000;76667536.000000;9999999999.000000;9999999999.000000;3026973277255760048579486696433569973834019396027762733629769735566392440477391196883376427258073955897392604790468893754062584961058082981018572237196435937405712607221798012859710060051916224101843834557365060060008571673064232985115005114002200925628048670807732766978994446072660623360.000000;
6;146872409265428432608280367959833958566155828693413072121979330170499420827666802823032134247577445597531188626484892565156970258833267779067565725485379933031789399263038811116837737009779034896466980870270196937809505899728437544681295168386398166068320868311033825749894967754073300662800998787540301381632.000000;9999999999.000000;167744676.106159;134714476038908645943945992658478920687157382971192595007285734719386836903902780465003492595606148630313973514505549524382043375153035975396058682555742338610868548362860159661445393221391586701143649034646314418001803207439358385008563813946462588849630797825545260151152179181087520406372352.000000;98406400.000000;196607083394051058933114221003016085893734611104099571267425800138490540911543524513668446544681996775794003658908184835786630465666000327976281127695117342373987184685695782166804330114393745499690728304579327900000831874456274610470762596861907285095788760840412571557498916065555429153305235933821403136.000000;9999999999.000000;9790103599589691062655062147586662962439195805339566540535343428900375439060900820253108783496630177575172955875064061757792563296766751507931516494881192391039366052052977361031454339208257320549276236701025689138696266623458045830257497756631735453756386485874470770229937265074024085832335360.000000;
7;9999999999.000000;9999999999.000000;143196460.649682;1220751530484875703021551582737316496731495579176949962373175843746311508362338452717272297759392341029603395524911302290481620002893179283420803296282986972933083853414086663446614279152979845950346858186235861424290027301106093553872633092718029188356677953903240035442409983809796182836622280380722970624.000000;178756900.000000;9999999999.000000;49880678402419125289156006208682338973469527368087797897512327708896199665949599873867256295635609349776485609578530602584314213942600303015072734800098325400202363140268880056929193529920086343786303656260841727632101597728766955137613352029188899882373703864700684628724975532439326630081017675776.000000;23357895289227335840182820296099555561084458922057429577356878479460096420512744044441431189774853626379363671838161223041969158748003851254006216175307136721988993527575548384827544965861904117112394005396436731880670920745178628123070442101943342137452221893039392122935200757476336855287946901247229952.000000;
8;4201865783444121229225195588615835951601348226966882328237275320070022781149959464737118696634884419735107091074974234074168580732570569429331322880352421044847350260544213819158857709988806390316261904135052809398563312038538754217019688714198659127633949797978078033880772125917184.000000;9999999999.000000;206436219.876577;302858207275264644383102508219612606483023238067980210978202174909022896355818209172740636324105169884469928986272489441400236915636954438930263769256290720289062039203452232760266883614999987539706640931283220249592160677075792762600961861938132570448067253280878271252440895321014272.000000;76667536.000000;4560104924947371125120516082418427207192650973153939471328969574763209632680050485294253741776239765751327987033452230089833506726210092935940312491696765164523021739260421883040080281015498351008804840653642047662370646818697501932686976107837121633548060347617994332496645081530368.000000;96268849172268712162808571712007125064264101198848643616676927599550269207574417681203643324890629983619826715470739330288632441734146602450950573089409670345655328614018781025863126881880302623736899941227117289793886141393075767874385246037569690320143685729714761973155363617452851200.000000;711613805859748141704569540306169312681839996830784818059131530924090687629215487090900353343856144038739611600828071777377379128080351392155580759016554139105404739214133937134198142780461149248476342301384048340644476683478616224316403060386445557247105072384543699467739069869858557570890892050432.000000;
9;92782381331573166266110311460405137843049385163985330803430519154130193113967960639025314182544097801494958391446644432962618935869243855444313439823538856402737417325049530442809882503478649356335477070914634011958984625643945737591292369487112784688637638355074927723848569304486248448.000000;9999999999.000000;206340095.545420;52501698441927920583926724743753206304447961757824595822422855479621398146786944445671824663547711712636337193646691963140321348514432440395622143453729699443586756111781554369008184829417295296270124044662993768679355278379903237999483086755434934391078673155105981749197318135990597816680448.000000;53523856.000000;204480441217254530745114275781848071617818277927414392134026154497408788550146150902835628895331998863380874292389960234191833106963125261624535082268946673964867764516450548978517089721551938839188319934578713899495655418169845878601533914561920534781653529200344515711806956551970750464.000000;46699967676435503172681367213482455623602294398654499738123072752843155025054680915869292475262636752775602507004880092512835862880110122307935337096215839439307421387168245942266582930929443517090188778496538225969982033183250274923950277877738675963138937301902374202042902739156992.000000;9999999999.000000;
10;25497354180990397400743188304852140241985559768431622151215796179550694708912168767507833739901573944936604913596942360610396480645863316254263143862363870442497540836029550892791561767173851027951926635782706908453169526116638779521999479489676929870056988548660838997371129685868544.000000;9999999999.000000;204474670.341202;1800695101048962915294853677581289152550226026717464878890292537047440051151338875140625645444178649657011040130219076918132757102775770635067500566003950948467253513554155413402583963681110965099697165901860987370242601820793655826019754990265501570155019077723929568556110267335835648.000000;76667536.000000;27970758126116838424924410895425958660799020479515283584380286383033618543820861737983681843153273640703632986016081823319608267548449554937314558996595057232946098943588663880718198353456678565046022813142396858859088190972815307945623355909959400628064327781061799575485253523865600.000000;151990001952869240370540277513050744503986119742778056210699837157145121247783776879270311134983626875260824362380704506817892508354681769467864776294355873214213933217944932296598054551744773163249590977822846351205909865056228208063914628050178988685772626602459091461022710497280.000000;9999999999.000000;
11;151165255019426859234942318829808845643699636358191376698754019600576263363785161180743407618259698499220203277926144596842916304503656112053228552475322113953401719555797449123379640433699195814531715342904418845505979341193092927671787926926397166510034484746250848490716257126864388096.000000;9999999999.000000;204474251.113214;3929448576048626522251487548611793529688715392359815903464873191685856324060930790716449222748628234177168556295331394993105121945780097084902501150319652980920674111865617528935017550098706636239926636136264845667082046197665704876675191624376025735399120169494945427877432643557523456.000000;39942400.000000;113641967017662561333751980822749743363858035415154065133505958264509258174185865786085650643090811271635064730361556835072397077773766715648767728960151740616046348604792442485933728125298625517210030427831504262154116978165511223701017551131640799660298477331947548202517565435879096320.000000;61673534361030406863447602403476127440425765046263426976104586039693558257272290638756553752336656706791457047573645115196521146797844695590951378242761682884217635190366038751271531405787406203758318468713339665599624240312461402550689252059316875451541020397580061074058739606422858760192.000000;275076412651133591485275227125835909459421192737586726789064551210372907733935558687237884922421505474379233279045110468693651973368318671400658089365987174539250471753320033358504385561384187956700205437737719674157339752185483904824133514755363571712811346893063355494752731943344799744.000000;
12;4629055337539247515498034764963397983436748990937481681173775741649016610617730421144000048268778889976362055009388252101243994152735862989794057764025227079426325023970899549030881258680114997790222534351129175816025445729038440062885892366899930838006104861715836428494180520137483878400.000000;9999999999.000000;206395072.293013;126437313910467000748528941810601860983789981062651643175740249544718914584883185876782978354258321085875930309261865292845700965523420762725249253464378313905863364041487977827879524175920977617425981772099088887545349363945898735376346932085601351449359933896527920079741320201213313024.000000;76667536.000000;2079277415495396844648225228242447532126927027602535021379984668219368571821074537780196297094355591973827986597089018923987799509998918182277875727498748395749949725596158245269978468564247157204202251247125946733392062853612536849475280178158940386169327303036560114579650159464981463040.000000;9999999999.000000;5249496939290704524488066379120651289114816364390321869760281703578843854848790541181537918514869079115374161829384281102148345633615674051548138599042819364638561764953160900981478328155705759387871358478038338496550821391048735987268389504169869973841424241350002888839733330934542486719144956788736.000000;
13;9999999999.000000;9999999999.000000;285902822.431322;9999999999.000000;53640976.000000;9999999999.000000;9999999999.000000;9999999999.000000;
14;1508500303817379400902056722170497356902990993286596250523660849845502014499404480105084113104605287731186168315411338582453721846811244506746077854254816256790103973616932799999624678396775313434942570765340722937206079773515944889398230116822766495395288576289028537662835301002049717534720.000000;9999999999.000000;203450134.148113;2924976031646183309381063810895464810418602528986721385296752647543512690694027920423464643374200054779205600885173990474835541375123743711985225386702458991354784984958767561035200583043620612087971946976067388374499356784652134537129960374566669415159463016375942473829566960810065920.000000;76807696.000000;71465363624540310512519262779153851026298835342633559837455039969155648747172004158265627160264691047149625422434196964894219112726027611807473243370264465082549870947456833567366950055665735114136030063255958867417610730949179057173442032884941734582040213860012507259493434073569921335296.000000;9999999999.000000;9999999999.000000;
15;496563253732597213406929949115632719324154001902329418333460296192075427986047008920441568442318098563995256893583489851175860374482592101320787696715310632393325087830057772680248396821036824562929322118303175527652617811484991013250076131294728702377590601387606928338069319052905288357117952.000000;9999999999.000000;139104989.309327;87585031931722631801599052344106057775166078324557493781639973386131651626972848660295381023808710545810562700219693811623780839544818021486093744014946874957879677329255694127418654270879416163721349884928190180615438544948393602704886439503803538934052538045864658615088274366328498032722802190137868419072.000000;76667536.000000;7486330589515039233354225213121666150199612167096295384970741345644564755502933805122844753420513630603976572904687557556956926278970068684245711355454138940967959430924121980181654632741638398122939455867883473518134242762532637607592214509151110836431348679374536391122729292418064931285368832.000000;286923784793382344162183627975267110556081759575499844133557768614063212627520762361605555133441511216117859746322215400223379643499819724135889496067684741115875706478785086502687825506450370254618500535055745350844450146982973875802180446644880055637260462330612493004262287760949248.000000;143908630304015132058790924072069325294910338695316917138096276689114832446996254173933743011040082079858508611377133134531016250652039355109777791505835471469354420182725444322568285450188413919613810790938522975900135360547798398216415602521124723006526013070844638648476691857408.000000;
16;1121692375391050458717747551726806442144350961516056675377779088850120074397867407506708581245804793527843066981894674245048442017526193476884587431075071604394951488094219744095442976573478500452044159451460107685740858403684144650936511288466631926479186361149535495684169601646592.000000;9999999999.000000;238263693.361354;1039029845981720932314733606086325322087863416890227550102698898228031385671517886801367061705338664987866222706950415735745385525588141752043351066697631678216093230107057294060338015335409982597656051214423121004895456668847424924972238938263735774404196896670815667013795446784.000000;134374464.000000;129647835841216374242393339641042086601206890280548514034659316823192842845986231196813448040199226069777066050219329824986101318754144904672668827630313160776441980595952689607806789263139679548749902963725734287819283531120017679650425274635417193789384918014070949446438833094656.000000;9999999999.000000;13154444514998268270895884420598442015724530245097646389796309747175937790525149367875446225848905054387167787064031699665441138546750639906712479506459859236403003222446575252893636400532293632972250217720086695677671425024796619799801077828235601824380163853943555809731064209866752.000000;
17;1142099689380529124352163513326082814814267748828211573518478277093512940344866337812701834744129293773525780137394271904018246815756035420357935177604620072314980139485093674508050955749755442380529405081395457349458723340382903689911079451349007709997977595724405795935464878961790759731200.000000;9999999999.000000;204501927.755142;81163071615039509073745159930488566108047376131453501614095335849624320257457044617913691004539785858114814247046624012349412653375936131893163035593816251522510365167624505048671184806922442437529950275328763056594339574672596833911932502352216350414597486759453127405041497916644527420997632.000000;98287396.000000;1288644082335881411423795522483423108071457260944409485124555580760938821035764329041578011201915017413433109606794431749282548488478461561423829582921839188905307411726499623993033406426110453536108902898148435171723497904953157918050071641861628796740008301550613241118264993850154486333440.000000;9999999999.000000;9999999999.000000;
18;9999999999.000000;9999999999.000000;165838928.715540;9999999999.000000;133864900.000000;9999999999.000000;9999999999.000000;2168662201405459436377476998353868012119708988871928365498253195421707604246265761009215769664593204583026657055540077927063170592680582394107463063222642587093261277804263686956717638117216268436903443443130290035549469167663178073994959145618178968072270797802519464348565069356564826159371400511488.000000;
19;9999999999.000000;9999999999.000000;137705636.665125;9999999999.000000;134189056.000000;9999999999.000000;3882980532462707010276984464708637435651617133024873764755902237971615576540744192609924778716432437153173931439613901005704981986230285425797826746444608443488374915816053127920103786708534302429251115461030224616790872360380309810587457194495282885073642057550977839438015168749276810444800.000000;11290062769945378209409044816001316246764870290590504443854685441140200308490445095808109752433200975552655726976179570542502589563748911849838750102767219290616365393545769935016933701449869333921013335835978071745699040830358142334358025770569754636883540038612942121889620959965566421958656.000000;
20;9999999999.000000;9999999999.000000;138662802.331874;26751240939663800028221181869055647538463096422079109684813712019470261854594325769884643943037159030446747641414480468078351765526579299910568073684795746540862322740707683281470407873120768453792409682598063923997948231743761322812175519467022093240003062612140283928161167693267714128699118041955060154368.000000;133864900.000000;9999999999.000000;9999999999.000000;486593981535054405003441558993448500732922827726073973374268010064501985527020163043619341355693051166793705741805388502369979798699290132969725955140046717445673664983496924058459061871134573809330405320804979825975543144796155198435971193791129985914344484546889834793531940367364808438185984.000000;
21;9999999999.000000;9999999999.000000;163060558.397986;9999999999.000000;133864900.000000;9999999999.000000;1383344049192417812657423593422314122177908850295066566244223036576574178792914781433641560351925646666340458032837856145647087524285005333689628856861907144410895826076841807040886933890736832535859944747659904401126791361323200474088049412290499867431492965727004492564306749610254665010097684480.000000;9999999999.000000;
