0;8836.000000;169020.224006;9999999999.000000;5641.067236;76422564.000000;1321188.812463;9999999999.000000;8500.453013;
1;7396.000000;9741052.526509;9999999999.000000;5632.247217;76562500.000000;431955.193392;1763191342513096406185640025778705347261923527881038190707090803373278966233900552275969566146680220544576912335944966074358749982428902005250989277427703210608121908114273077810229709558228548657282280886657733076403840384603914448758389187601433686750538202003030410558177280.000000;7089.286591;
2;8836.000000;16674946.799001;9999999999.000000;18485.065624;53319204.000000;1321188.812463;102106893093242419304291305354701966380196208516735953789701009729193922307211645171584510176832743111168293647867247184543751850994128721164791088712339001326170890439444420349481488879711513531991650972824925479285648603080905669972619116785728760921664528496721920.000000;8590.766989;
3;7396.000000;23282418.237456;9999999999.000000;26856.070132;76562500.000000;431955.193392;439342301202795211219585320753489995350965595847415079157197479666249788329348800002945325198281618245898936239167400842503046426814540543117200320674925876264888897007144361441302251662922297800885809433059431461915937779701355252458787615501368842117980927301779456.000000;7040.172136;
4;7396.000000;10306551.506613;9999999999.000000;34939.489573;98287396.000000;1339643.688896;10620026723406116593884820019608272113009237693687459191498950103584294937448237942988353770305609135747101918518747230892363006399864216845045763494930549475194996508258498887306484110367283687184484919105170664926096610173137833577273205661286247168535870621716305630082367488.000000;7089.286591;
5;7396.000000;11006316.379586;9999999999.000000;12808.295809;76562500.000000;1339643.688896;9999999999.000000;7089.286591;
6;8836.000000;16327855.041581;9999999999.000000;4495.474429;76422564.000000;421503.465671;75919882697325335351066687142657117109466909167534796948156580198514165245585865604101671850337653077832305350902813633805831593125878553722661928976215330512761960065252872537211515239992184162723261096310415048883668927652536537490117325893076598983237828608.000000;8590.766989;
7;7396.000000;7146367.912668;9999999999.000000;6906.779853;76562500.000000;431955.193392;13733388365376806661553128228844106937547105649016410918796118991284720811242783233201591976695417949746347017539082458305632301615828337195388426614601138491662439918143735102026149196298377920686415622541287232079522899310321637058478478541367007716226999545837304158355456.000000;7089.286591;
8;6400.000000;5381606.662823;9999999999.000000;12298.254228;76667536.000000;439877.989183;9999999999.000000;6191.548054;
9;7396.000000;10260721.365211;9999999999.000000;11003.484297;76562500.000000;431955.193392;2879263895232306676342407304011459710135686970413375202982511399807402712522063734290066568490003236312762330220651581466316064198175212865878896160135558867556103108276075821700264569514456010938918672581838007995681005422949342693976849930621243532052359957519162832584704.000000;7089.286591;
10;6400.000000;16974252.826111;9999999999.000000;12298.254228;178917376.000000;439877.989183;8030455412291857359904710680561930517285587216152876012958968823683945205798293653023097838361606094912357212588328904611597725778972385809937845813453795990469906633245871635590933223190879668816972524249869947045960190043142607897350400247605398144156521758774486745889261817161580544.000000;6114.911775;
11;6400.000000;16575652.328637;9999999999.000000;14870.450256;282912400.000000;138447.534995;2922312210931473795655119761944250289931176620736396168035265960989530241702581553104249600223152446950651340779707613860581266523239421416965458145994387675821406238750038019717283962125965733169457387850348424865967870224096148721218369874476809998596599156789650432983040.000000;6191.548054;
12;6400.000000;16944812.142520;9999999999.000000;10542.560798;339149056.000000;439877.989183;9999999999.000000;6114.911775;
13;7396.000000;24450328.963623;9999999999.000000;6906.779853;529828324.000000;134018.510354;10528452911539161428553236573055314573420093400370185231763903602048987120814283111570818951348503933034419872676882270580022358523979501970073856270948751861593502752845540173046218195219558299877082744976430415073660251720824864240592318896961401089959505659324480591233024.000000;7089.286591;
14;8836.000000;47271599.861369;9999999999.000000;6053.999396;426092164.000000;421503.465671;13059641053445833036196841106152535627122791990903630948732245841006076593652854832029142198982009770630156288993155551395341881996908242873967605337205472672232323692158726547837864180104954058972637621274089880638658575538186123210964609253202594149318058298111571648406362439586911214370816.000000;8590.766989;
15;7396.000000;101137570.684297;9999999999.000000;8826.531676;426422500.000000;431955.193392;1777609755691790432622370310555549019192123641304270195630569966379753611714804096872044801265040721916490820566038628975873687925145945511729462306310765818405438535954098753953016089026483958775896098203515740515207114231932684649300849372768606492613366296067841028259840.000000;7089.286591;
16;7396.000000;23226758.182232;9999999999.000000;8826.531676;282710596.000000;134018.510354;9999999999.000000;7171.784740;
17;8836.000000;52365625.388696;9999999999.000000;24298.018654;282441636.000000;421503.465671;73634130450692426622663493518260137610290804114215053643246479143047915544064277230788678570076222859966978567772542139422559863010450263768049543262134663749578511992664543955992895795336455263662949702558209692136117772713268372535407806102924557727656704730988544.000000;8500.453013;
18;7396.000000;34504268.513966;9999999999.000000;24121.997161;282710596.000000;431955.193392;163558344530808385120293167334756235035553209016810153281463436508759976838266270491855133655408453235560296103031000296865549247720657673279420608458411609037000483877355876297961500294329448911596914496962871946684589549231207183329283140835379597212553276376628382300555210400611696640.000000;7171.784740;
19;6400.000000;33513929.967658;9999999999.000000;19234.516164;339149056.000000;439877.989183;9999999999.000000;6191.548054;
20;6400.000000;37720159.507412;9999999999.000000;26021.748108;339149056.000000;1353568.846221;3449530073129761646424927293718647238454518712623751119644733930056725594509928695260890512748245557952177160734742611118132824053030930761353281918482735520465855432588673828362421021682345189611311189644435089052388996392420092670390601163872425472972013661749182268913138310580595945635840.000000;6114.911775;
21;5184.000000;17483575.136495;9999999999.000000;12249.392367;339443776.000000;450553.716904;9999999999.000000;4996.565806;
22;6400.000000;25136004.287886;9999999999.000000;8428.608017;282912400.000000;1353568.846221;9999999999.000000;6114.911775;
23;5184.000000;24999478.335500;9999999999.000000;12249.392367;283181584.000000;1372247.722655;9999999999.000000;4996.565806;
24;6400.000000;10620945.772557;9999999999.000000;8428.608017;219158416.000000;439877.989183;531584854701123978111214018119019449931464678742164284600016961368703038108606458822147676642211850062929648812561249390138391049823559112298487588333763387014010888433081637974135007478223113572943327202828917290354884164245196480424126993473436163210836075198527683459407578086550904217010176.000000;6114.911775;
25;6400.000000;36382265.052602;9999999999.000000;4957.140538;219158416.000000;439877.989183;144652217782501462862565387731819046126952766365514362443879358725976020945235633990841678799459220948106162148960014450094857428806635751336265170071599187511884839959999184303264462407153815270906570982809201854335376872624985731118968390296607131037762885647508877000992371122766872576.000000;6191.548054;
26;6400.000000;23738112.122431;9999999999.000000;6568.826807;178917376.000000;439877.989183;6028150585488442114404841391696219208295314216397374762414994873753945414343334382924468777250932999836685349309215091205327429832727702497813847219614795404974596416917874270263389769891096912198134148571779849292590479056311000535366264444854922502703971596547279130984448.000000;6114.911775;
27;4096.000000;25309154.521450;9999999999.000000;5759.560177;134560000.000000;461357.444626;5557009211748464171493747366021123368077234530015364589156064055363518846164082026741201292395479474523925277904495829487434962678495346056648730484149930641373750568678842346247397910660121769820113610795853322394711673718612383647967634399660941016847673081559514195231969801928704.000000;3929.583557;
28;5184.000000;35397554.102707;9999999999.000000;7929.599595;98565184.000000;450553.716904;12634442564021018158846141271153108911547468714231975573774368091995405664496432426561025419607816091846937983771942463784875584917531248183916621260984150837522199895442081860416902230624347914442776949283552267263115908606998258401027768096114792939583465209835339873182023680000.000000;4927.745353;
29;6400.000000;75282416.663304;9999999999.000000;8428.608017;98406400.000000;439877.989183;9999999999.000000;6069.303333;
30;6400.000000;34851411.030636;9999999999.000000;8428.608017;98406400.000000;439877.989183;17603936661869126871861420657188791152563544653661725769264899339996203927162638115521339893934772087524185655479613983441459286031583966867575588958777102144176611464239268036743638678174481556952047293694719042918891130443386879934716541415294806759002751485835316491827812652572723792931434004480.000000;6114.911775;
31;5184.000000;53263346.803850;9999999999.000000;9961.527230;134374464.000000;144464.901182;1102675296532100862718320488124382328414553941057084501470898571958220791854593768305400050764727031919679532433562451929932416729374077125993480665053458584705249676189911125124232839893431507287714649258974786045638580951569042786461468266332549344182320753823847447322054167877133820450521065979904.000000;4996.565806;
32;6400.000000;135607623.695903;9999999999.000000;9989.927153;98406400.000000;138447.534995;9999999999.000000;6114.911775;
33;8836.000000;53539753.621041;9999999999.000000;11652.005499;133864900.000000;128225.144167;9999999999.000000;8590.766989;
34;6400.000000;104712260.028214;9999999999.000000;14870.450256;76667536.000000;138447.534995;9999999999.000000;6114.911775;
